State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
SC,55,836,241-3636,yes,no,0,6.272250420908207,5,1.8430918867955055,5.792988721512867,2,6.080428623552445,1.6255064882878787,200,9.782374975126992,4.524500925431618,6,0.7656464500688376,9,True.
IL,67,737,899-4686,no,yes,0,12.743347556811257,2,9.153991467774098,4.267029060971607,2,9.341407746384622,1.925013885423891,100,8.34803565183858,5.233868158431552,5,3.049221940475042,5,True.
CA,181,676,287-4195,yes,no,0,3.879027404194712,4,2.017532334209774,1.31243287048959,7,1.3631704101602398,2.5168742211242066,350,1.7606794706486402,5.347872923899394,7,2.1649219704164344,3,False.
WV,179,878,114-8042,yes,yes,500,5.5179528172873376,2,3.6784025866253582,5.723740072181082,0,6.787217974206532,5.511318715436262,200,4.358238296844606,6.124157870301989,3,8.424076452026757,5,True.
SD,119,836,337-1896,no,yes,400,6.553884755812586,5,5.403265438852941,5.691525622220867,3,4.047158414155323,3.2243379426274865,150,7.020797067857616,4.553336031270004,8,0.3700155072202697,7,True.
TX,167,848,349-1489,no,yes,400,2.825817741090933,7,3.6256049378724224,2.662676631625096,3,5.851969402596149,1.3703605194820918,250,5.345937360543665,5.337576833952694,6,0.5459630875359691,6,False.
SC,62,836,673-6984,yes,yes,300,0.0847672390339013,3,1.5185952192313512,3.062063330944944,1,3.2819242033796736,2.8734542744529428,250,6.033488008427507,4.32128051670497,3,0.8213276912617538,8,False.
WV,104,878,245-3942,no,no,0,6.7199807453119655,4,5.766023773761047,6.187952409585421,3,5.526650252652771,4.08685030558882,350,5.5590791431954685,6.437365455783108,9,1.2814433810979624,7,False.
MS,164,778,122-5503,yes,yes,300,2.979257763518325,1,3.45747373331136,0.1454660404487739,6,3.70609816329509,7.709290536640356,200,4.721122381987786,3.657335854786491,5,0.1420900454767757,6,False.
KY,48,758,504-8419,no,no,0,3.836183970697887,4,4.240890243883994,5.337330349196568,2,3.979483975180737,4.5387863450454455,150,5.16480161298032,6.650680095623764,4,4.022236870929587,7,True.
MN,167,777,765-1370,yes,yes,300,10.504230658184095,5,4.438106792065474,7.293529187434863,0,7.374828473741428,4.791436843590329,100,8.255910913344135,7.231752992662859,6,3.0657535961186166,6,True.
NM,88,787,778-1312,yes,no,0,3.988519050784305,1,6.618643089716281,3.9937406228567394,6,2.7204636755638614,6.787230445839571,200,2.528855486076497,3.5356551393921287,7,5.004537178073499,4,False.
NM,74,787,800-6314,no,yes,700,10.411662912633975,7,4.73264160154393,6.368003312692917,3,6.687047860467496,6.105003346136215,50,6.177674826442486,4.538346602740414,9,5.464272568187808,2,True.
OR,9,798,557-1010,no,no,0,5.8624025748192805,1,4.510475047503282,2.77637284794238,0,5.248613189361483,3.314795377675991,150,7.475785197172534,4.84471422783587,5,1.116786759819481,7,False.
TX,178,848,158-6944,no,yes,500,4.742116221617559,5,0.0578633591652764,0.08636858505721,0,3.106067934171528,1.5199922455069357,150,0.8342944009522189,5.155069563602495,5,4.2158097274025295,5,False.
MO,195,777,249-5723,yes,no,0,5.811115761837079,6,4.3310650166800375,8.104126146210893,2,4.475034292704634,4.208352014531881,250,5.974575349503846,4.750152912633531,7,3.320310789878026,7,True.
NY,3,788,466-6537,no,no,0,4.737763446657991,5,6.032903416488153,3.0846782140331293,7,4.643373141084442,4.024199087713183,350,5.395177976696961,4.237038674955235,8,0.8246982485095531,6,False.
OH,68,797,186-1399,yes,no,0,7.849883579799525,1,6.43838443493118,4.357469216820027,2,6.428211510647215,4.889395755619822,150,4.686914701376701,5.485171195387295,6,6.570072732630967,3,True.
WV,142,878,237-7952,no,yes,700,5.885833571846896,4,5.946876870398599,9.147398186201292,1,4.639159857904442,3.775227510318828,350,4.368078576479045,6.065987454513318,7,5.577784413216771,7,False.
TX,1,848,617-3849,no,yes,300,9.522265818698996,5,4.782896454090324,7.0980339207430845,1,8.186149107329125,5.1325585111935474,200,6.771304572672073,4.372064171517489,4,6.5114522429356265,4,True.
FL,22,707,468-6350,no,yes,300,8.34032033171085,4,6.009513494462422,2.601969791422026,5,5.876238795789702,6.790666592412352,0,6.520001138154787,3.263900675842184,4,3.160564149187598,5,True.
KY,21,758,231-7728,yes,yes,400,8.326892671163233,6,5.2796267384884645,7.084014006526043,3,5.239744935993643,5.06642537841797,100,5.728621075382517,6.322311040408072,9,3.3045402977931806,5,True.
IL,154,737,514-1571,no,yes,700,7.427953175332171,3,4.848209126545891,6.025584202560159,1,6.559844488540373,4.506589763420177,200,4.495028769958044,5.401211507123969,8,7.588485959591489,2,True.
NC,177,786,623-7763,yes,no,0,9.65864405404364,5,4.656876612343968,6.152627782604194,3,6.381517234433742,6.874099958156405,150,6.876355794941921,5.778894111847342,7,4.198463830170494,4,True.
WI,146,877,199-6811,no,yes,400,1.1181421731416687,5,2.316193318966482,0.8057091306314756,6,5.390947560575035,5.6053079493357245,200,2.8197566617066605,3.756256618390289,6,2.2885406564605764,4,False.
AL,92,657,987-8561,no,no,0,5.823876970576971,3,7.425352317102495,5.737808141838162,7,3.7170720216654782,4.879077024073873,150,4.843248338712214,5.136385394782214,4,5.932162058099548,3,False.
NJ,186,787,791-7459,no,no,0,1.425991894057709,6,0.3981392394519965,4.018300509909839,0,3.963713945736812,4.873272372076362,150,5.531404106626419,6.69252293986397,5,3.94821591143798,6,True.
NH,191,787,215-6943,no,no,0,4.34871246428777,4,4.501904703520802,6.325270865070101,2,3.888390098658519,3.603221102071858,250,5.960235536393607,3.119576334213808,5,3.335416555161957,7,True.
MD,46,776,533-7571,yes,yes,400,9.33384004231688,4,5.246586953923727,6.341943316477274,0,8.095098842030644,3.359341021017591,150,5.555560613017652,4.613052488623438,7,6.285430050524159,4,True.
TN,68,847,244-9370,yes,no,0,8.562824433508165,5,4.530121577121258,7.204208363847853,0,5.206130751611054,3.1412940509719887,150,7.792996048930602,5.515157710074904,10,0.3936457270622115,7,True.
HI,48,727,220-1265,no,no,0,5.7877249539346,7,3.806535911371992,8.004580620785259,9,1.0370430457784163,0.1766985377638334,300,1.5898713724127616,5.354168566478121,1,8.025399206900042,2,False.
OH,60,797,692-9040,yes,yes,300,8.493586086274219,4,6.022242126393703,5.5034506057603485,4,5.148975841064097,5.23668083747841,150,7.328283244701378,3.355720201348224,6,2.43660772140058,5,True.
ID,167,736,983-7656,no,no,0,1.356691917457169,2,4.802441549166858,6.041963109936767,3,2.388743221097057,4.807479646567286,350,1.9186425601970811,4.437733472741353,6,7.139384469653033,4,False.
RI,85,827,259-2488,yes,yes,400,6.799099844993602,5,5.458616443397046,5.4340869927251845,3,5.378745851274586,5.19456314951691,150,6.1494795337354295,3.891192751774464,5,3.786464192961181,6,True.
TX,90,848,909-6223,yes,yes,400,6.516827031369571,5,4.701253495332682,5.332679978345759,3,5.15492451657137,5.986998785192648,150,5.174308902129676,3.1838076488285347,6,4.754737734122959,5,True.
NV,65,788,996-2184,no,yes,800,7.202082036419872,7,4.650546366019508,6.201128833715555,3,5.455211003347405,5.47790964889235,50,4.650775635234877,4.871287017813428,8,6.06411012770341,4,True.
HI,57,727,113-8144,no,no,0,4.9554279804754895,3,4.953598248485228,5.442401732057229,2,5.492824689907975,3.718351166590324,200,5.173701623872558,4.795613489175085,4,5.767563728993683,6,True.
HI,106,727,774-2264,yes,yes,600,1.321864843500158,3,3.4400099476156787,3.020580805489953,1,3.490151971008646,2.605667938685488,250,4.743452559934982,4.140760398056918,6,1.963678308758196,7,False.
OR,185,798,468-9308,no,no,0,10.455195406988231,3,4.531812485235038,3.6916507578305855,0,8.389032140361486,4.682667442571911,50,7.6734444269638304,4.283763858582051,6,4.824684723296592,3,True.
VT,28,868,211-1292,no,yes,400,6.5845702375481405,5,4.28500088892479,3.884875651086933,4,4.632803082827221,5.4465402874086575,100,7.323964843652144,6.115681593055539,6,0.9602384378161162,6,True.
GA,67,716,210-3378,yes,no,0,9.160468443350675,3,8.790255576107803,5.668370353138285,6,5.750650887298218,5.156926282115425,150,4.3665340560253,2.963826057338906,7,7.413850527786797,2,True.
ME,77,776,767-6927,yes,yes,300,10.00547402636359,7,5.754965701668223,3.495922419425272,5,6.493429616020707,5.5648249996667065,50,8.23105904768797,4.065451337229166,7,1.018960464809592,5,True.
OK,161,797,320-4059,no,yes,600,4.678384573374137,2,4.226717461065528,0.8975743067124089,4,5.389227124688826,7.307818007548102,300,4.094757642534885,5.332508179656508,8,0.2199404399744109,8,False.
ND,173,786,343-8211,yes,yes,600,1.58906009281176,9,3.504527776392991,4.929693100462328,5,4.583855651712856,1.152582715882058,400,4.916791248281561,5.494604688571808,7,0.8548482370626589,6,False.
ID,191,736,930-9167,no,yes,300,9.134363142233354,3,7.274234701142927,7.236420366122482,1,7.98961197893027,2.1594117583172263,200,6.179413373019014,6.107121818617013,4,6.5005421112705655,5,True.
MI,193,777,820-1320,yes,no,0,3.174661652866341,5,3.050679172622606,3.706228899964918,2,5.855580527983011,5.177179605683466,150,4.257490924476917,5.118074882554126,2,7.342459053220951,5,False.
RI,4,827,329-4813,no,no,0,4.636408542560025,6,2.93951993459228,2.809055272420431,3,4.019075337635837,5.218116390965194,50,6.342532524421816,4.95472201503572,7,1.0989333972147763,6,True.
NV,188,788,369-4930,no,no,0,0.7065337543697048,1,6.401178196108891,6.3022075105028,8,0.6527598498119751,4.928607680671628,350,2.336848352398877,5.2897907921210034,5,7.262643815557289,3,False.
WV,117,878,951-1673,no,no,0,8.97204563846652,3,7.985601139861838,8.627632901710541,3,6.962665984413926,4.207216825488535,300,5.123875295121421,5.1039862803803375,4,8.11052893073486,4,True.
AK,123,657,814-6832,yes,no,0,3.623990408294609,3,4.992727599682184,6.28944926409333,1,3.693947262497741,2.639426133476418,400,5.3401111849030505,3.661563615012744,8,1.311880286963799,9,False.
HI,34,727,680-2563,yes,yes,700,3.1762664580013147,4,3.2518842279573965,3.440122668141965,1,5.703895980652627,3.301382572680075,200,4.810773373955893,5.561529897979288,4,5.2081852720450925,5,False.
SC,1,836,109-7051,no,yes,800,9.70112088036896,3,7.325897441170703,3.847146462590002,4,7.18450651613526,6.288633035662678,250,5.401859773498717,5.803608511604276,8,3.721110462468695,5,False.
NC,45,786,572-7881,yes,no,0,7.594789659364961,1,6.84212683712213,4.8815291803351215,1,6.741626614447487,3.0662472410715838,200,6.139199262955598,4.945631573455714,4,4.882226711251838,6,True.
WA,10,876,231-3308,yes,yes,400,3.4030796905742484,3,3.5939538460070235,3.1171467526262946,4,4.721324913071383,6.797392394916825,150,3.746460799345968,5.479164874605879,4,5.90898837334518,4,False.
MD,150,776,372-8538,yes,yes,200,8.290126089866504,3,6.554131770791148,6.616617265029877,1,5.568986918095732,2.8766062742250824,200,7.28614249821038,6.26058985572799,7,1.838616485505224,7,True.
KY,181,758,331-6330,no,yes,200,7.714843815320274,1,5.189683027779384,6.506267656713691,1,6.770530867644038,3.808984167577319,200,6.419908727327943,3.977215552897178,5,4.365525435861394,8,True.
OH,43,797,247-5012,yes,yes,500,6.081426630671835,4,3.753138739826952,4.977499644355403,0,5.334073586458414,3.893821528813578,100,5.477936017362695,4.334747476331852,8,3.765526135733091,6,True.
FL,156,707,473-2282,yes,no,0,0.6052099813198746,4,3.106516494219876,3.506178411273518,5,1.920199173531251,3.684374684489669,200,4.107496942256755,6.303489860194098,3,2.896909959445828,5,False.
NM,161,787,769-6926,yes,yes,800,4.3055689394642105,5,3.957944761491384,4.510390230305023,2,5.935621944194304,2.857721788001292,450,4.81406232669366,4.106515247003582,9,0.5853494754043229,7,False.
KS,115,758,651-9246,yes,yes,200,8.595271775164598,2,9.52077024330491,6.872577966900135,4,6.905715510303448,2.805073133075942,250,4.912405135944189,4.994470665802756,4,6.884470902377377,5,True.
WY,52,878,828-9020,yes,no,0,0.0895337655500299,3,4.705036534221242,5.780109332962972,5,1.1376073706295091,4.23926357961574,400,5.573878144723794,3.613828981554537,2,1.347937213055912,10,True.
ID,161,736,879-5949,no,no,0,10.49541882485736,4,10.196430721885106,10.281596072228089,8,4.818537430511229,6.7394863628215855,400,5.293015948577716,5.7087693886539705,7,6.135014687845967,5,False.
OR,11,798,919-4777,no,no,0,6.048843313937684,6,4.597128109668045,4.680000365954963,2,5.583162988520659,4.550333073406211,50,6.05311618406304,5.331111829359543,4,4.331181017547587,7,True.
SC,100,836,660-6654,no,no,0,5.686216156780941,3,4.173494034352894,6.465437495688848,2,4.876659879973868,6.051706086171659,250,5.115905068873304,4.688038082957135,5,6.028739476541983,5,True.
MT,69,778,884-9280,no,yes,500,2.599918357919015,7,3.492336722678491,4.116031662343008,6,2.08476615512148,6.192144744567322,150,6.577166684540377,3.475615942050495,4,0.0007693995991067,9,True.
IL,131,737,987-5725,yes,no,0,0.0646792876052639,7,4.2406872397729005,4.568011322324956,10,2.9668330072197424,5.8135021777338665,400,2.1899993038127845,4.903958025974272,4,5.370384896484249,3,False.
WY,107,878,842-5522,yes,no,0,6.121453891068121,3,0.792761985373164,2.6943221052721564,3,0.3852914837727672,0.2401502044049666,350,3.0829481355162955,5.249664676732694,4,2.9456703027040896,6,False.
MA,103,776,424-1403,no,no,0,5.61956233640837,2,0.3835309739989654,1.0226307558691716,6,8.253083483056862,4.244840731495432,150,6.399019051731613,5.602287033892676,7,0.5060188022842356,10,False.
IL,172,737,742-1434,no,no,0,3.278958928189128,5,6.501081489380001,8.39292667973588,7,2.6099895675829003,2.492052966458528,350,5.809195160906956,5.74160731150651,3,5.163860535337489,5,False.
DE,176,686,654-9544,no,no,0,3.252984409507397,2,4.178405850328559,6.24951725030388,1,3.80266456606539,4.672074998054779,350,4.297068788168948,6.236040220713435,5,5.094090431946082,6,False.
WA,67,876,743-3048,yes,no,0,4.74052571962395,6,0.7794728072761661,2.935873983957366,3,1.9259298467407,0.5952985434535369,400,2.8632252827324995,6.027533740479135,5,2.0411733579631117,6,False.
SC,40,836,235-8352,no,yes,600,0.1634973479098693,3,4.344716961167751,5.9218721506166965,4,2.515265371698972,2.928993221529052,350,2.8815045591466646,4.130403297339802,4,7.1116482143968245,3,False.
DE,29,686,828-8718,yes,yes,200,1.2648900158821306,3,4.360620724450104,4.332675773053758,4,2.6340582504466674,4.455394322462074,150,4.032561199049082,4.952646029529992,2,6.049120744367346,5,False.
MS,110,778,727-1684,no,no,0,15.403478875990748,3,11.959609349454094,6.859631035558346,6,9.16757148272674,3.7185676051814154,100,6.256092450077247,4.250712373477309,9,6.392851257691168,1,True.
ND,159,786,531-4573,yes,yes,500,1.977561732146195,5,1.5447130328452223,5.985859638440465,2,2.7625702798353515,3.079040614193323,300,2.221151800300604,4.867265704939419,4,5.981507531868836,6,False.
NJ,157,787,661-4753,no,no,0,8.827114226922525,2,2.63162417877878,7.050658806176588,6,9.384373895415226,2.287016774512357,200,7.013713426275444,5.347121641718232,6,6.878579370247596,6,True.
TX,2,848,414-7997,yes,no,0,7.476826264734762,5,4.7179775799684,4.482815659036497,4,6.39386341950542,7.326728422764077,50,4.310388755986697,5.358981839967531,5,7.759214488215512,2,True.
MA,77,776,381-2754,yes,yes,800,9.616257414206444,3,6.552164688911291,6.358484995084197,2,7.145676780158526,6.541534533934255,400,5.202255703054631,5.863795728835017,9,3.21621419986951,7,False.
MS,156,778,344-3447,no,no,0,10.376661212342128,3,6.648565308995592,7.071151702660444,2,7.254890596820219,5.055840211830899,150,5.191678538786508,4.876837540583354,8,6.539858640877108,3,True.
TN,73,847,502-9387,yes,no,0,4.868320841388004,3,5.973968999111747,2.8954435449530864,7,4.357087565370634,6.843703937368189,200,4.034075999440889,4.639712971935997,5,3.230336333895897,5,False.
RI,113,827,569-3477,no,no,0,11.088294423753776,6,6.110169864877146,5.894395815455677,2,7.4916914248387965,3.701137295541682,100,7.755852007204371,4.169210617526595,8,2.2428945475802373,4,True.
ME,89,776,858-3598,yes,yes,400,1.6756051789828463,5,3.227285650135155,4.204127105703448,2,4.49022267110025,2.6750109631602874,200,4.472630525637444,4.777606428810872,3,5.096192166745972,5,False.
ID,142,736,907-9693,yes,yes,400,9.333226601903329,6,7.023040659711239,5.64707788537264,4,6.897553344708491,3.7834664199019055,100,6.075749352752684,3.383362210659765,7,4.537363556285241,4,True.
FL,180,707,727-8137,yes,no,0,4.5466704434993,3,4.300867516378368,4.525241041825088,1,5.160251223096848,4.299059918751223,300,4.4607992911406935,5.254323157935012,7,3.535867779619992,6,False.
SD,15,836,727-5846,no,yes,500,10.039738640218104,6,5.4885665985179095,3.394004947151353,3,7.886683119069778,5.625103513613219,0,6.003027041932793,4.351269341196086,7,5.181859515616393,3,True.
NY,46,788,545-3436,no,no,0,2.1955110458221654,4,0.923124785639848,2.3251879295232665,4,2.5910845616830747,5.13519830027114,200,2.0782621645097805,4.433060545635343,4,5.407088731841883,4,False.
NH,32,787,540-5521,yes,no,0,6.709362274087355,4,5.378322512301455,6.823617980208615,0,6.030077110036743,2.871036679039284,200,6.059627897756872,3.657516859811405,5,4.028451111109349,8,True.
IA,84,736,374-8668,yes,no,0,11.494813077543064,4,6.827171511774263,8.433450513263828,3,8.46634385826053,6.571394846158739,200,4.36125803492269,6.431861940443965,7,10.320296714117198,0,True.
NM,9,787,149-6928,yes,yes,700,3.1583940541194897,5,4.962036218553143,6.485275770561817,4,4.11042964598362,4.486732777463673,350,4.0117241626126905,3.783101067209783,4,6.702408353065879,5,False.
UT,122,858,174-8183,no,yes,700,4.548332707953025,3,4.389103045060696,5.676291008306603,0,4.482016904277151,4.374123281723294,150,3.710603573361616,5.50785731520399,7,6.089055290615765,5,True.
NY,183,788,959-3737,no,no,0,6.787940030673604,2,5.053744341057641,7.317803806162382,2,7.053492862310528,2.118730904749026,250,5.881736788878854,7.065657513296052,4,6.680358658853605,6,True.
MT,200,778,626-8330,yes,no,0,5.52664654071463,4,4.065212099545456,3.2679620089262693,2,6.177894612190813,4.381517763704933,150,7.6236371715035,5.815576943470343,1,2.13442205528602,8,True.
